Date,Prev Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble
2018-09-06,436.58194,447.5173,443.36133,434.80472,437.08774,435.39166,204484.44,-60912296000000.0,1341014.1,0.37820762
2018-09-07,447.1474,443.07724,433.5242,436.06006,436.1279,419.56198,-335644.4,-61182640000000.0,1304369.0,0.3926365
2018-09-10,441.93533,449.2102,427.10583,425.0124,437.70245,423.2656,-541027.06,-42573710000000.0,1280723.4,0.3924536
2018-09-11,437.02536,453.72733,421.7833,419.8042,438.58145,421.90863,-613745.25,2825645500000.0,1211541.0,0.37751487
2018-09-12,434.77713,451.28378,422.12637,423.93295,433.32516,415.91864,-326357.78,6424351000000.0,1160238.4,0.37782934
2018-09-14,431.43536,440.23477,423.7222,419.35193,424.65677,410.1689,-524822.1,-13478804000000.0,1141979.1,0.37367612
2018-09-17,434.86343,449.4885,421.25436,417.73453,429.43274,416.01117,-814105.8,-15609780000000.0,1273653.4,0.37166038
2018-09-18,439.52948,461.96298,427.42972,426.3697,440.07846,431.43936,99808.32,-25381355000000.0,1268610.1,0.37275234
2018-09-19,412.81122,443.97345,438.01236,421.16388,424.8695,423.3547,278489.53,-30762942000000.0,1162630.9,0.36578605
2018-09-21,408.4761,433.6456,435.05994,417.36575,418.21786,416.07855,6213.418,-13507152000000.0,1164529.5,0.36127195
2018-09-24,434.62622,450.29837,434.3027,425.80862,432.12814,427.01404,27571.71,-38030446000000.0,1167794.6,0.37104222
2018-09-25,436.6883,450.7995,431.10693,424.60208,432.72565,425.54587,-18083.98,-46661030000000.0,1099174.0,0.37615207
2018-09-26,422.9278,445.37982,420.88647,413.84647,426.15488,422.0629,-73127.23,539395400000.0,1206021.1,0.36149678
2018-09-27,425.1331,448.22403,431.35632,418.97507,431.74457,432.3985,244945.36,-29304160000000.0,1220519.1,0.36301282
2018-09-28,429.33194,442.8712,439.4928,428.64136,428.8623,430.4428,-227534.06,-2021780100000.0,1230829.8,0.37260044
2018-10-01,419.58804,431.36514,428.6169,416.05173,421.03995,419.13092,-279422.53,20347254000000.0,1138097.4,0.36494976
2018-10-03,422.3946,434.6831,426.6361,413.56476,427.68417,425.41385,139060.73,3831992000000.0,1237511.9,0.3766231
2018-10-04,425.06702,436.6473,428.36026,415.8987,429.7787,424.00504,-35451.055,-13687142000000.0,1250676.9,0.3799529
2018-10-05,413.00134,430.18307,419.6885,410.01874,416.4598,418.39795,376665.84,2938730200000.0,1228109.5,0.36748058
2018-10-08,412.45312,428.27536,420.1301,412.23828,416.02176,419.7104,577544.9,-1180283700000.0,1358644.4,0.37218532
2018-10-09,410.10233,423.5331,418.6155,405.37152,414.2774,411.40076,231007.62,-20028267000000.0,1205516.8,0.38103545
2018-10-10,408.54297,410.9051,413.3863,396.40454,405.7794,403.11694,66345.74,-22944376000000.0,1233852.0,0.38300574
2018-10-11,400.49072,408.84232,412.18448,395.98926,400.52963,402.39774,679276.2,-21220630000000.0,1325822.4,0.37962645
2018-10-12,396.25848,404.8855,402.20245,386.6244,393.1521,392.46484,53345.848,22149480000000.0,1148597.4,0.36827344
2018-10-15,391.88663,410.61395,406.86917,389.02914,391.4524,393.06052,172850.4,26436058000000.0,1111105.8,0.36563563
2018-10-16,387.50543,415.489,408.58304,386.65714,394.00473,393.12195,494276.2,21441053000000.0,1164006.9,0.37732166
2018-10-17,382.36423,416.74854,403.42294,386.07068,390.87393,388.05722,840620.25,23690572000000.0,1229439.4,0.37083367
2018-10-19,379.97125,418.48694,400.5414,382.34747,389.19083,384.90656,744905.6,9628093000000.0,1113335.6,0.371681
2018-10-22,376.06155,409.34518,398.19846,382.6155,385.32135,385.79202,1376407.2,22861630000000.0,1006841.44,0.36631033
2018-10-23,379.65662,402.85074,398.16614,377.78778,384.87415,385.16336,957626.8,-11891468000000.0,955728.5,0.36134517
2018-10-24,382.55124,404.95435,402.15918,382.55368,387.47852,385.30502,949266.7,-19477510000000.0,1058878.1,0.36818755
2018-10-25,389.3004,403.0927,396.63382,380.35785,387.1378,390.8527,699438.56,4037921700000.0,1120017.9,0.3658767
2018-10-26,392.53018,402.94794,393.60413,376.66193,391.0354,389.49463,540444.44,501728350000.0,1123111.5,0.3623846
2018-10-29,383.7354,410.7541,382.16913,367.823,392.61682,383.84158,688884.2,16527794000000.0,1014180.06,0.35447976
