Date,Prev Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble
2018-09-06,408.8245,409.18542,418.31458,401.18048,415.25787,410.678,1461541.0,37958636000000.0,707248.44,0.34649011
2018-09-07,404.7766,403.9052,412.38507,396.8298,410.92313,405.89206,1487984.5,40014430000000.0,731167.7,0.34832558
2018-09-10,400.76282,398.09326,409.98343,396.68652,403.80753,399.69553,1742876.5,32235500000000.0,762758.25,0.36172608
2018-09-11,399.07788,397.23535,406.98654,393.91333,401.43564,395.81055,1795848.0,34906650000000.0,804278.2,0.36716393
2018-09-12,380.20206,381.24173,389.31445,377.67105,385.63104,380.82822,1956562.4,41117790000000.0,861633.8,0.37600535
2018-09-14,378.46234,380.53677,389.5486,373.95297,385.66153,381.26425,2128473.0,37440920000000.0,881293.9,0.385615
2018-09-17,398.10345,397.84625,408.2939,392.09256,404.46848,398.93896,1933423.4,30071165000000.0,805559.1,0.37674436
2018-09-18,396.27084,394.3936,404.5686,388.756,400.50983,394.27838,1825876.1,12974013000000.0,723932.44,0.3620558
2018-09-19,385.97574,386.1862,394.18588,380.28192,389.8907,385.96603,1966155.5,23082236000000.0,803005.75,0.37064418
2018-09-21,396.36078,398.4566,404.5506,391.4733,401.4838,398.32697,1754736.1,42526652000000.0,797882.25,0.366774
2018-09-24,394.08365,393.76968,402.3164,388.91086,400.0793,394.35602,1766755.1,43874840000000.0,841850.3,0.36607343
2018-09-25,391.5551,390.34573,400.8679,387.57074,393.16034,390.60904,1936976.1,26809190000000.0,798536.7,0.3684259
2018-09-26,393.4402,395.95682,403.66907,391.12564,396.1737,394.79288,1990476.5,26285150000000.0,798765.2,0.37045875
2018-09-27,379.58566,382.3684,389.0625,375.833,385.41974,377.4035,2096590.4,37156700000000.0,844546.25,0.37317052
2018-09-28,369.4868,369.42996,378.2569,365.9327,375.28864,366.96945,2220089.5,41322790000000.0,911109.9,0.38050243
2018-10-01,351.80148,353.8803,362.60544,350.42523,358.01825,353.9877,2534219.0,52039850000000.0,1009339.5,0.40001544
2018-10-03,339.80508,341.12698,348.55905,338.30008,342.66772,342.03946,2458342.5,49313050000000.0,1067518.0,0.4136987
2018-10-04,329.24835,329.65274,338.56998,327.871,330.71198,331.60263,2545547.0,52469426000000.0,1131907.5,0.4183227
2018-10-05,334.2585,334.00186,342.47266,331.00528,334.9676,333.4422,2653958.0,53450168000000.0,1130952.5,0.42006212
2018-10-08,318.78613,320.94025,328.16147,318.95834,318.57437,320.20267,2705638.5,56722903000000.0,1175395.9,0.4232117
2018-10-09,306.63953,310.01852,316.23425,308.83533,309.99203,310.9603,2679676.0,61519550000000.0,1184255.4,0.4198091
2018-10-10,299.91263,303.5535,308.9951,300.46207,304.16776,302.87814,2638901.8,74299100000000.0,1235411.1,0.44552436
2018-10-11,292.04855,296.4963,300.92328,293.5754,295.89902,295.089,2573993.2,68459224000000.0,1230542.8,0.44517687
2018-10-12,316.27078,318.09436,325.2489,316.34735,320.68057,318.55148,2666893.8,57797518000000.0,1125502.8,0.4166034
2018-10-15,320.39426,321.0357,327.8215,319.78543,323.85327,320.7192,2722636.5,58587833000000.0,1128101.5,0.41589987
2018-10-16,327.92917,327.31717,335.9844,326.03314,332.22028,327.69955,2697117.0,61490254000000.0,1121003.1,0.4108778
2018-10-17,319.3772,321.11252,327.03207,319.3986,323.34183,319.56403,2774272.2,62514184000000.0,1144804.5,0.40987858
2018-10-19,347.48514,347.27444,354.57062,343.4119,349.3876,344.20255,2556884.5,49404260000000.0,1044192.8,0.40123394
2018-10-22,352.38504,351.4346,361.83783,349.25378,355.8926,351.6908,2333195.5,44811390000000.0,990629.8,0.3916528
2018-10-23,347.11334,346.99036,357.86563,343.9486,351.31702,346.67743,2361550.2,48873840000000.0,992734.4,0.38316482
2018-10-24,345.16296,343.25934,355.26382,340.83847,348.577,342.74542,2389098.0,53617610000000.0,1001591.6,0.37897825
2018-10-25,350.29233,347.9003,357.5173,344.6267,353.2905,343.5248,2494945.8,48538646000000.0,954454.8,0.3777108
2018-10-26,351.1057,350.33582,359.02484,347.40482,355.6708,346.45987,2440793.8,44776682000000.0,930627.44,0.3772867
2018-10-29,363.75424,360.92285,370.05255,355.8674,366.45645,356.4358,2330773.8,32215851000000.0,905017.0,0.37644866
2018-10-30,348.4313,346.8552,355.66864,343.7158,350.7254,344.91144,2404984.5,45169090000000.0,964228.2,0.38703454
2018-10-31,333.21738,332.07898,342.4672,330.5899,337.10538,333.5401,2536154.5,47746736000000.0,1039333.56,0.39222804
2018-11-01,344.3411,342.59863,352.07062,341.01758,345.94635,343.48062,2550170.2,50723216000000.0,1032441.06,0.40433347
2018-11-02,333.89554,329.8083,339.93213,329.9342,331.53888,330.14658,2749516.8,72651500000000.0,1096176.6,0.41121787
2018-11-05,325.75327,323.40378,332.1659,323.76535,322.61093,323.57278,2742488.0,68900940000000.0,1092754.1,0.41467896
2018-11-06,326.5457,325.73294,333.2395,326.89008,325.90057,323.69897,2728856.8,62693273000000.0,1143881.4,0.43065986
2018-11-07,334.9393,334.2099,342.16324,334.0754,337.62854,333.63928,2586381.0,57220550000000.0,1112978.5,0.41871962
2018-11-09,325.0407,325.4236,332.3854,323.71606,329.58487,326.40823,2635945.2,59212923000000.0,1110458.4,0.4104995
2018-11-12,331.58426,332.6371,339.00366,330.7037,336.52585,330.80292,2439546.5,67598850000000.0,1046733.0,0.39459077
2018-11-13,334.7318,335.51248,342.67258,332.63885,339.433,333.42957,2429035.8,70549520000000.0,1049631.0,0.38968498
2018-11-14,344.3012,344.3175,352.4513,341.7222,351.8692,341.7156,2286113.5,63701625000000.0,994239.5,0.38473085
2018-11-15,341.94302,342.27646,351.56042,341.15176,352.23322,344.04257,2488313.2,73964310000000.0,1020914.0,0.3880222
2018-11-16,360.1724,359.72556,371.49152,358.0677,370.58167,361.71472,2258463.2,79427180000000.0,953800.4,0.36835226
2018-11-19,370.98083,370.4946,379.94815,365.17535,379.52432,369.27914,2130283.8,72059225000000.0,905388.9,0.35994485
2018-11-20,371.88458,371.10675,379.37952,363.99286,377.1616,367.48178,2158181.5,44584150000000.0,815118.94,0.3567634
2018-11-21,378.0683,377.69412,385.64236,368.24524,383.53772,374.50497,2048081.4,36344517000000.0,792710.4,0.3601004
2018-11-22,363.23846,362.44376,373.03232,357.1644,370.1485,362.90253,2259805.2,51676360000000.0,940477.9,0.37390175
2018-11-26,370.7523,368.6649,379.2812,363.70776,376.8523,368.86185,2185207.5,43057592000000.0,895167.25,0.366302
2018-11-27,373.11444,370.87167,380.31693,365.68823,377.36172,370.36502,2128833.2,39399266000000.0,869841.4,0.36846268
2018-11-28,373.77747,370.5768,379.48483,365.91592,376.35608,366.95648,2133535.0,35918080000000.0,852509.25,0.36755645
