Date,Prev Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble
2018-09-06,377.41916,381.2474,385.34808,368.8079,374.54834,379.94785,2369345.2,66941943000000.0,1136385.6,0.4323666
2018-09-07,377.7323,381.6213,385.70517,369.13065,374.9005,380.26376,2371169.5,67022034000000.0,1136657.9,0.43210676
2018-09-10,377.72815,381.681,385.734,369.15216,374.92722,380.26794,2374261.2,67116888000000.0,1137591.9,0.43192613
2018-09-11,377.41272,381.4264,385.439,368.8747,374.6336,379.96405,2378299.2,67218646000000.0,1139078.9,0.43184385
2018-09-12,376.80353,380.87057,384.8378,368.31177,374.03708,379.36673,2383049.2,67319230000000.0,1141024.9,0.43186736
2018-09-14,375.94467,380.05405,383.97653,367.50302,373.1833,378.51776,2388254.2,67412897000000.0,1143309.5,0.43198976
2018-09-17,374.89716,379.03418,382.91788,366.50586,372.13422,377.47794,2393616.2,67496430000000.0,1145804.6,0.43219778
2018-09-18,373.77808,377.9229,381.77966,365.43143,371.00806,376.36426,2398575.8,67564005000000.0,1148262.6,0.4324635
2018-09-19,372.71848,376.84998,380.69565,364.40543,369.93787,375.30737,2402586.8,67611207000000.0,1150414.2,0.4327535
2018-09-21,371.8048,375.90695,379.7562,363.51288,369.01352,374.39343,2405495.2,67640690000000.0,1152136.1,0.4330381
2018-09-24,371.08255,375.14682,379.01068,362.79922,368.28333,373.66663,2407422.2,67656695000000.0,1153410.5,0.43329006
2018-09-25,370.48465,374.51718,378.39792,362.20438,367.68445,373.05957,2409086.5,67672610000000.0,1154473.2,0.4335053
2018-09-26,369.83957,373.86212,377.7499,361.56723,367.0483,372.40024,2411674.2,67706030000000.0,1155784.2,0.43370187
2018-09-27,368.90295,372.94873,376.82397,360.6561,366.1319,371.44534,2416555.2,67775754000000.0,1157934.0,0.4339192
2018-09-28,367.4035,371.51254,375.34714,359.21115,364.6638,369.92484,2425000.0,67898690000000.0,1161511.4,0.43421292
2018-10-01,365.14154,369.34418,373.11148,357.0378,362.43915,367.642,2437606.5,68080610000000.0,1166904.6,0.43463752
