,league,year,split,date,game,side,position,playername,teamname,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat15,xpat15,csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15
5352,LEC,2024,Winter,28/1/2024 19:30,1,Blue,top,Odoamne,GiantX,Rumble,Renata Glasc,Varus,Milio,Aphelios,Lucian,1913,1,2,2,11,0.0,0.0,0.0,0.0,0.5959,0.9096,19157,600.8468,0.276871,371.1971,496.5604,19,0.5959,2,0.0627,8,38,1.1918,12773,8595,269.5766,0.212249,11350,,233.0,201.0,32,,,7.3079,3552.0,4826.0,88.0,-139.0,-275.0,9.0,0.0,1.0,1.0,5005.0,6221.0,115.0,-329.0,-1001.0,2.0,0.0,2.0,1.0
5353,LEC,2024,Winter,28/1/2024 19:30,1,Blue,jng,Peach,GiantX,Xin Zhao,Renata Glasc,Varus,Milio,Aphelios,Lucian,1913,1,7,3,8,1.0,0.0,0.0,0.0,0.5959,0.9096,16970,532.253,0.245263,1091.5734,1073.288,10,0.3136,20,0.6273,8,73,2.2896,13153,8975,281.495,0.221633,12100,,194.0,30.0,164,,,6.0847,3668.0,3175.0,57.0,264.0,-325.0,-14.0,2.0,0.0,1.0,5330.0,4907.0,89.0,368.0,-368.0,-9.0,3.0,0.0,2.0
5354,LEC,2024,Winter,28/1/2024 19:30,1,Blue,mid,Jackies,GiantX,LeBlanc,Renata Glasc,Varus,Milio,Aphelios,Lucian,1913,1,4,1,7,1.0,0.0,0.0,0.0,0.5959,0.9096,18303,574.0617,0.264529,401.2441,240.8155,10,0.3136,6,0.1882,6,34,1.0664,13030,8852,277.6372,0.218595,12100,,259.0,259.0,0,,,8.1234,3394.0,4707.0,72.0,-28.0,-311.0,-13.0,1.0,1.0,0.0,4993.0,7121.0,114.0,-403.0,-632.0,-20.0,1.0,2.0,1.0
5355,LEC,2024,Winter,28/1/2024 19:30,1,Blue,sup,Patrik,GiantX,Nilah,Renata Glasc,Varus,Milio,Aphelios,Lucian,1913,1,6,2,6,1.0,1.0,0.0,0.0,0.5959,0.9096,10586,332.023,0.152997,540.0,385.2483,14,0.4391,5,0.1568,5,23,0.7214,14178,10000,313.6435,0.246945,12180,,249.0,235.0,14,,,7.8097,3234.0,3870.0,81.0,945.0,2102.0,69.0,0.0,1.0,0.0,4522.0,5662.0,110.0,1050.0,2756.0,89.0,0.0,1.0,0.0
5356,LEC,2024,Winter,28/1/2024 19:30,1,Blue,bot,IgNar,GiantX,Alistar,Renata Glasc,Varus,Milio,Aphelios,Lucian,1913,1,0,2,13,0.0,0.0,0.0,0.0,0.5959,0.9096,4175,130.9462,0.0603402,402.1537,523.0005,66,2.07,11,0.345,21,127,3.9833,8251,4073,127.747,0.100579,7475,,35.0,35.0,0,,,1.0978,2406.0,3019.0,20.0,-673.0,30.0,-56.0,0.0,1.0,0.0,3363.0,3800.0,25.0,-1907.0,-1312.0,-105.0,0.0,1.0,0.0
5357,LEC,2024,Winter,28/1/2024 19:30,1,Red,top,Myrwn,MAD Lions KOI,Fiddlesticks,Senna,Kalista,Xayah,Blitzcrank,Draven,1913,0,6,3,3,2.0,0.0,0.0,0.0,0.3136,0.9096,13087,410.4652,0.244297,589.8693,352.9117,2,0.0627,5,0.1568,2,46,1.4428,11957,7779,243.9833,0.255343,11400,,232.0,220.0,12,,,7.2765,3691.0,5101.0,79.0,139.0,275.0,-9.0,2.0,0.0,0.0,5334.0,7222.0,113.0,329.0,1001.0,-2.0,3.0,1.0,0.0
5358,LEC,2024,Winter,28/1/2024 19:30,1,Red,jng,Elyoya,MAD Lions KOI,Nocturne,Senna,Kalista,Xayah,Blitzcrank,Draven,1913,0,1,4,5,0.0,0.0,0.0,0.0,0.3136,0.9096,9596,300.9723,0.17913,1066.7015,727.4647,10,0.3136,20,0.6273,10,51,1.5996,9324,5146,161.4009,0.168915,9250,,172.0,29.0,143,,,5.3947,3404.0,3500.0,71.0,-264.0,325.0,14.0,0.0,2.0,0.0,4962.0,5275.0,98.0,-368.0,368.0,9.0,0.0,4.0,1.0
5359,LEC,2024,Winter,28/1/2024 19:30,1,Red,mid,Fresskowy,MAD Lions KOI,Neeko,Senna,Kalista,Xayah,Blitzcrank,Draven,1913,0,1,4,8,0.0,0.0,0.0,0.0,0.3136,0.9096,14343,449.8589,0.267743,455.8495,269.2316,9,0.2823,7,0.2196,6,35,1.0978,11452,7274,228.1443,0.238767,10800,,267.0,267.0,0,,,8.3743,3422.0,5018.0,85.0,28.0,311.0,13.0,0.0,2.0,2.0,5396.0,7753.0,134.0,403.0,632.0,20.0,1.0,3.0,2.0
5360,LEC,2024,Winter,28/1/2024 19:30,1,Red,bot,Supa,MAD Lions KOI,Kai'Sa,Senna,Kalista,Xayah,Blitzcrank,Draven,1913,0,2,5,2,0.0,0.0,0.0,0.0,0.3136,0.9096,12058,378.1913,0.225089,553.7376,385.1228,10,0.3136,10,0.3136,4,35,1.0978,11398,7220,226.4506,0.236994,11450,,244.0,240.0,4,,,7.6529,3079.0,2989.0,76.0,673.0,-30.0,56.0,0.0,0.0,1.0,5270.0,5112.0,130.0,1907.0,1312.0,105.0,0.0,0.0,1.0
5361,LEC,2024,Winter,28/1/2024 19:30,1,Red,sup,Alvaro,MAD Lions KOI,Rakan,Senna,Kalista,Xayah,Blitzcrank,Draven,1913,0,0,3,6,0.0,0.0,0.0,0.0,0.3136,0.9096,4486,140.7005,0.0837409,471.908,368.9702,60,1.8819,16,0.5018,16,120,3.7637,7224,3046,95.5358,0.0999816,7150,,32.0,32.0,0,,,1.0037,2289.0,1768.0,12.0,-945.0,-2102.0,-69.0,0.0,0.0,0.0,3472.0,2906.0,21.0,-1050.0,-2756.0,-89.0,0.0,0.0,0.0
5362,LEC,2024,Winter,28/1/2024 19:30,1,Blue,team,,GiantX,,Renata Glasc,Varus,Milio,Aphelios,Lucian,1913,1,19,10,45,3.0,1.0,0.0,0.0,0.5959,0.9096,69191,2170.1307,,2806.1683,2718.9127,119,3.7324,44,1.38,48,295,9.2525,61385,40494,1270.068,,55205,0.0979526,,760.0,210,,,30.4234,16254.0,19597.0,318.0,369.0,1221.0,-5.0,3.0,4.0,2.0,23213.0,27711.0,453.0,-1221.0,-557.0,-43.0,4.0,6.0,4.0
5363,LEC,2024,Winter,28/1/2024 19:30,1,Red,team,,MAD Lions KOI,,Senna,Kalista,Xayah,Blitzcrank,Draven,1913,0,10,19,24,2.0,0.0,0.0,0.0,0.3136,0.9096,53570,1680.1882,,3138.0659,2103.701,91,2.8542,58,1.8191,38,287,9.0016,51355,30464,955.4835,,50050,-0.0979526,,788.0,159,,,29.702,15885.0,18376.0,323.0,-369.0,-1221.0,5.0,2.0,4.0,3.0,24434.0,28268.0,496.0,1221.0,557.0,43.0,4.0,8.0,4.0
5364,LCS,2024,Spring,28/1/2024 20:15,1,Blue,top,Rich,Dignitas,Poppy,Seraphine,Karma,Nocturne,Twisted Fate,Orianna,2198,0,3,1,6,0.0,0.0,0.0,0.0,0.4914,1.1192,19306,527.0064,0.16555,928.8535,2308.6078,11,0.3003,9,0.2457,4,43,1.1738,13420,8660,236.3967,0.218575,12200,,284.0,280.0,4,,,7.7525,3391.0,4990.0,92.0,371.0,1.0,18.0,0.0,0.0,0.0,5969.0,7770.0,124.0,1401.0,958.0,22.0,3.0,1.0,0.0
5365,LCS,2024,Spring,28/1/2024 20:15,1,Blue,jng,eXyu,Dignitas,Vi,Seraphine,Karma,Nocturne,Twisted Fate,Orianna,2198,0,3,7,8,0.0,0.0,0.0,0.0,0.4914,1.1192,13107,357.7889,0.112394,1127.9345,1235.8963,14,0.3822,20,0.546,13,67,1.8289,12565,7805,213.0573,0.196997,12075,,225.0,30.0,195,,,6.1419,3228.0,3725.0,75.0,9.0,187.0,8.0,0.0,0.0,1.0,5648.0,5948.0,106.0,630.0,541.0,9.0,2.0,3.0,2.0
5366,LCS,2024,Spring,28/1/2024 20:15,1,Blue,mid,Dove,Dignitas,Akali,Seraphine,Karma,Nocturne,Twisted Fate,Orianna,2198,0,5,5,7,1.0,0.0,0.0,0.0,0.4914,1.1192,26669,727.9982,0.228689,865.2502,544.4768,7,0.1911,4,0.1092,5,27,0.737,13347,8587,234.404,0.216733,13125,,245.0,245.0,0,,,6.6879,3197.0,5022.0,83.0,-522.0,-9.0,-7.0,0.0,0.0,0.0,5371.0,7785.0,125.0,-245.0,48.0,-7.0,1.0,3.0,2.0
5367,LCS,2024,Spring,28/1/2024 20:15,1,Blue,bot,Tomo,Dignitas,Jhin,Seraphine,Karma,Nocturne,Twisted Fate,Orianna,2198,0,5,4,6,1.0,0.0,0.0,0.0,0.4914,1.1192,31682,864.8408,0.271676,597.1611,276.5241,14,0.3822,4,0.1092,4,23,0.6278,14142,9382,256.1056,0.236797,14200,,300.0,282.0,18,,,8.1893,3152.0,3223.0,80.0,-208.0,331.0,-11.0,0.0,0.0,0.0,5027.0,5470.0,119.0,-684.0,335.0,-23.0,1.0,3.0,0.0
5368,LCS,2024,Spring,28/1/2024 20:15,1,Blue,sup,Isles,Dignitas,Ashe,Seraphine,Karma,Nocturne,Twisted Fate,Orianna,2198,0,2,6,14,0.0,0.0,0.0,0.0,0.4914,1.1192,25853,705.7234,0.221692,548.8444,228.9718,82,2.2384,16,0.4368,9,135,3.6852,9946,5186,141.5651,0.130898,9650,,57.0,57.0,0,,,1.556,2303.0,2275.0,17.0,-136.0,-687.0,1.0,0.0,0.0,0.0,4111.0,4458.0,22.0,-78.0,-226.0,0.0,1.0,6.0,2.0
5369,LCS,2024,Spring,28/1/2024 20:15,1,Red,top,Sniper,100 Thieves,K'Sante,Rumble,Udyr,Kalista,Corki,Gwen,2198,1,3,3,9,0.0,0.0,0.0,0.0,0.6278,1.1192,13895,379.2994,0.111596,881.1374,1544.8772,13,0.3549,6,0.1638,12,32,0.8735,12872,8112,221.4377,0.173877,12550,,239.0,239.0,0,,,6.5241,3020.0,4989.0,74.0,-371.0,-1.0,-18.0,0.0,0.0,0.0,4568.0,6812.0,102.0,-1401.0,-958.0,-22.0,1.0,1.0,2.0
5370,LCS,2024,Spring,28/1/2024 20:15,1,Red,jng,River,100 Thieves,Trundle,Rumble,Udyr,Kalista,Corki,Gwen,2198,1,3,4,16,0.0,0.0,0.0,0.0,0.6278,1.1192,16837,459.6087,0.135224,1503.4941,1573.5942,15,0.4095,21,0.5732,13,62,1.6924,12929,8169,222.9936,0.175099,11275,,210.0,49.0,161,,,5.7325,3219.0,3538.0,67.0,-9.0,-187.0,-8.0,0.0,1.0,0.0,5018.0,5407.0,97.0,-630.0,-541.0,-9.0,1.0,3.0,2.0
5371,LCS,2024,Spring,28/1/2024 20:15,1,Red,mid,Quid,100 Thieves,Azir,Rumble,Udyr,Kalista,Corki,Gwen,2198,1,6,4,11,1.0,0.0,0.0,0.0,0.6278,1.1192,36353,992.3476,0.291964,790.919,711.6742,19,0.5187,10,0.273,8,51,1.3922,16526,11766,321.1829,0.252194,17975,,338.0,302.0,36,,,9.2266,3719.0,5031.0,90.0,522.0,9.0,7.0,1.0,0.0,0.0,5616.0,7737.0,132.0,245.0,-48.0,7.0,1.0,4.0,1.0
5372,LCS,2024,Spring,28/1/2024 20:15,1,Red,bot,Meech,100 Thieves,Varus,Rumble,Udyr,Kalista,Corki,Gwen,2198,1,7,3,10,0.0,0.0,0.0,0.0,0.6278,1.1192,32492,886.9518,0.260955,514.9682,206.97,13,0.3549,6,0.1638,3,21,0.5732,15272,10512,286.9518,0.225317,14700,,293.0,286.0,7,,,7.9982,3360.0,2892.0,91.0,208.0,-331.0,11.0,0.0,0.0,0.0,5711.0,5135.0,142.0,684.0,-335.0,23.0,2.0,2.0,1.0
5373,LCS,2024,Spring,28/1/2024 20:15,1,Red,sup,Eyla,100 Thieves,Senna,Rumble,Udyr,Kalista,Corki,Gwen,2198,1,4,4,17,0.0,0.0,0.0,0.0,0.6278,1.1192,24935,680.6642,0.200262,528.3439,290.6642,57,1.556,29,0.7916,15,130,3.5487,12855,8095,220.9736,0.173513,11775,,66.0,62.0,4,,,1.8016,2439.0,2962.0,16.0,136.0,687.0,-1.0,0.0,0.0,0.0,4189.0,4684.0,22.0,78.0,226.0,0.0,1.0,3.0,2.0
5374,LCS,2024,Spring,28/1/2024 20:15,1,Blue,team,,Dignitas,,Seraphine,Karma,Nocturne,Twisted Fate,Orianna,2198,0,18,23,41,2.0,0.0,0.0,0.0,0.4914,1.1192,116617,3183.3576,,4068.0437,4594.4768,128,3.4941,53,1.4468,35,295,8.0528,63420,39622,1081.5833,,61250,-0.108473,,894.0,217,,,30.3276,15271.0,19235.0,347.0,-486.0,-177.0,9.0,0.0,0.0,1.0,26126.0,31431.0,496.0,1024.0,1656.0,1.0,8.0,16.0,6.0
5375,LCS,2024,Spring,28/1/2024 20:15,1,Red,team,,100 Thieves,,Rumble,Udyr,Kalista,Corki,Gwen,2198,1,23,18,63,1.0,0.0,0.0,0.0,0.6278,1.1192,124512,3398.8717,,4218.8626,4327.7798,117,3.1938,72,1.9654,51,296,8.0801,70454,46656,1273.5942,,68275,0.108473,,938.0,208,,,31.283,15757.0,19412.0,338.0,486.0,177.0,-9.0,1.0,1.0,0.0,25102.0,29775.0,495.0,-1024.0,-1656.0,-1.0,6.0,13.0,8.0
5376,CBLOL,2024,Split 1,28/1/2024 20:25,1,Blue,top,Kiari,Fluxo,Gwen,Nocturne,Kalista,Varus,Rakan,Blitzcrank,2237,0,2,6,5,0.0,0.0,0.0,0.0,0.4023,0.9388,24082,645.9186,0.284345,999.7765,990.4426,13,0.3487,9,0.2414,5,39,1.046,13384,8545,229.1909,0.211233,13250,,282.0,266.0,16,,,7.5637,3040.0,4390.0,71.0,-636.0,-779.0,0.0,0.0,1.0,2.0,4816.0,7097.0,113.0,-850.0,-708.0,-11.0,1.0,2.0,2.0
5377,CBLOL,2024,Split 1,28/1/2024 20:25,1,Blue,jng,Sting,Fluxo,Xin Zhao,Nocturne,Kalista,Varus,Rakan,Blitzcrank,2237,0,3,8,10,0.0,0.0,0.0,0.0,0.4023,0.9388,13325,357.3983,0.157333,1249.5664,1462.3961,13,0.3487,16,0.4291,11,57,1.5288,12220,7381,197.9705,0.182458,11775,,203.0,42.0,161,,,5.4448,3625.0,3452.0,59.0,251.0,-66.0,-13.0,1.0,4.0,2.0,5505.0,5912.0,103.0,662.0,442.0,-2.0,1.0,7.0,2.0
5378,CBLOL,2024,Split 1,28/1/2024 20:25,1,Blue,mid,Fuuu,Fluxo,Taliyah,Nocturne,Kalista,Varus,Rakan,Blitzcrank,2237,0,6,2,6,1.0,0.0,0.0,0.0,0.4023,0.9388,22570,605.3643,0.266492,529.325,299.2758,20,0.5364,7,0.1878,10,49,1.3143,15183,10344,277.443,0.255705,14800,,334.0,313.0,21,,,8.9584,4388.0,5057.0,89.0,760.0,466.0,9.0,3.0,2.0,0.0,6579.0,8233.0,142.0,573.0,608.0,-1.0,4.0,4.0,0.0
5379,CBLOL,2024,Split 1,28/1/2024 20:25,1,Blue,bot,kojima,Fluxo,Lucian,Nocturne,Kalista,Varus,Rakan,Blitzcrank,2237,0,3,2,4,0.0,0.0,0.0,0.0,0.4023,0.9388,21141,567.0362,0.249619,427.5369,223.6924,6,0.1609,18,0.4828,6,39,1.046,15088,10249,274.8949,0.253356,14600,,326.0,319.0,7,,,8.7439,3182.0,3132.0,68.0,-402.0,-138.0,-16.0,1.0,0.0,0.0,5307.0,5142.0,115.0,-322.0,-711.0,-33.0,2.0,2.0,0.0
5380,CBLOL,2024,Split 1,28/1/2024 20:25,1,Blue,sup,scamber,Fluxo,Milio,Nocturne,Kalista,Varus,Rakan,Blitzcrank,2237,0,1,2,9,0.0,0.0,0.0,0.0,0.4023,0.9388,3575,95.8873,0.0422113,279.9642,114.9307,69,1.8507,15,0.4023,21,126,3.3795,8773,3934,105.5163,0.0972476,7975,,31.0,31.0,0,,,0.8315,2957.0,2472.0,11.0,826.0,43.0,-7.0,1.0,4.0,0.0,4279.0,4307.0,18.0,842.0,594.0,-12.0,1.0,7.0,0.0
5381,CBLOL,2024,Split 1,28/1/2024 20:25,1,Red,top,GUIGO,Vivo Keyd Stars,K'Sante,Rumble,Rell,Ashe,Orianna,Corki,2237,1,5,2,6,0.0,0.0,0.0,0.0,0.5364,0.9388,22658,607.7246,0.221252,919.3652,2331.283,8,0.2146,8,0.2146,5,35,0.9388,15638,10799,289.6468,0.210832,14625,,289.0,285.0,4,,,7.7515,3676.0,5169.0,71.0,636.0,779.0,0.0,2.0,1.0,1.0,5666.0,7805.0,124.0,850.0,708.0,11.0,2.0,1.0,1.0
5382,CBLOL,2024,Split 1,28/1/2024 20:25,1,Red,jng,Disamis,Vivo Keyd Stars,Vi,Rumble,Rell,Ashe,Orianna,Corki,2237,1,1,3,12,0.0,0.0,0.0,0.0,0.5364,0.9388,10652,285.7041,0.104015,683.4421,1326.3031,15,0.4023,15,0.4023,12,52,1.3947,13680,8841,237.1301,0.172605,10900,,241.0,57.0,184,,,6.464,3374.0,3518.0,72.0,-251.0,66.0,13.0,0.0,3.0,1.0,4843.0,5470.0,105.0,-662.0,-442.0,2.0,0.0,3.0,2.0
5383,CBLOL,2024,Split 1,28/1/2024 20:25,1,Red,mid,toucouille,Vivo Keyd Stars,Azir,Rumble,Rell,Ashe,Orianna,Corki,2237,1,8,4,6,1.0,0.0,0.0,0.0,0.5364,0.9388,40622,1089.5485,0.396668,500.8672,396.6652,15,0.4023,9,0.2414,4,42,1.1265,18870,14031,376.3344,0.273931,15160,,327.0,291.0,36,,,8.7707,3628.0,4591.0,80.0,-760.0,-466.0,-9.0,1.0,2.0,2.0,6006.0,7625.0,143.0,-573.0,-608.0,1.0,1.0,2.0,3.0
5384,CBLOL,2024,Split 1,28/1/2024 20:25,1,Red,bot,SMILEY,Vivo Keyd Stars,Aphelios,Rumble,Rell,Ashe,Orianna,Corki,2237,1,6,2,4,1.0,0.0,0.0,0.0,0.5364,0.9388,23229,623.0398,0.226828,372.5257,495.7711,15,0.4023,17,0.456,3,49,1.3143,17330,12491,335.0291,0.243865,15375,,359.0,339.0,20,,,9.629,3584.0,3270.0,84.0,402.0,138.0,16.0,1.0,0.0,0.0,5629.0,5853.0,148.0,322.0,711.0,33.0,1.0,0.0,0.0
5385,CBLOL,2024,Split 1,28/1/2024 20:25,1,Red,sup,ProDelta,Vivo Keyd Stars,Nautilus,Rumble,Rell,Ashe,Orianna,Corki,2237,1,0,4,13,0.0,0.0,0.0,0.0,0.5364,0.9388,5247,140.7331,0.0512362,443.1739,722.7626,71,1.9043,7,0.1878,24,125,3.3527,9898,5059,135.6907,0.0987673,9450,,41.0,41.0,0,,,1.0997,2131.0,2429.0,18.0,-826.0,-43.0,7.0,0.0,1.0,2.0,3437.0,3713.0,30.0,-842.0,-594.0,12.0,0.0,1.0,3.0
5386,CBLOL,2024,Split 1,28/1/2024 20:25,1,Blue,team,,Fluxo,,Nocturne,Kalista,Varus,Rakan,Blitzcrank,2237,0,15,20,34,1.0,0.0,0.0,0.0,0.4023,0.9388,84693,2271.6048,,3486.169,3090.7376,121,3.2454,65,1.7434,53,310,8.3147,64648,40453,1085.0156,,62400,-0.0486279,,971.0,205,,,31.5422,17192.0,18503.0,298.0,799.0,-474.0,-27.0,6.0,11.0,4.0,26486.0,30691.0,491.0,905.0,225.0,-59.0,9.0,22.0,4.0
5387,CBLOL,2024,Split 1,28/1/2024 20:25,1,Red,team,,Vivo Keyd Stars,,Rumble,Rell,Ashe,Orianna,Corki,2237,1,20,15,41,2.0,0.0,0.0,0.0,0.5364,0.9388,102408,2746.7501,,2919.3742,5272.785,124,3.3259,56,1.502,48,303,8.127,75416,51221,1373.831,,65510,0.0486279,,1013.0,244,,,33.7148,16393.0,18977.0,325.0,-799.0,474.0,27.0,4.0,7.0,6.0,25581.0,30466.0,550.0,-905.0,-225.0,59.0,4.0,7.0,9.0
5388,LEC,2024,Winter,28/1/2024 20:26,1,Blue,top,Cabochard,Karmine Corp,Rumble,Jax,Draven,Maokai,Orianna,K'Sante,1648,1,8,4,6,1.0,0.0,0.0,0.0,0.6917,0.983,22897,833.6286,0.321271,593.2282,608.8107,12,0.4369,2,0.0728,3,27,0.983,12185,8547,311.1772,0.230717,9575,,196.0,177.0,19,,,7.1359,4356.0,4964.0,76.0,1513.0,836.0,21.0,3.0,1.0,1.0,6360.0,7460.0,109.0,1654.0,389.0,3.0,4.0,2.0,2.0
5389,LEC,2024,Winter,28/1/2024 20:26,1,Blue,jng,Bo,Karmine Corp,Xin Zhao,Jax,Draven,Maokai,Orianna,K'Sante,1648,1,7,2,7,0.0,0.0,0.0,0.0,0.6917,0.983,19372,705.2913,0.271811,1241.6505,1121.3228,8,0.2913,8,0.2913,8,35,1.2743,12661,9023,328.5073,0.243566,12200,,196.0,22.0,174,,,7.1359,3835.0,3674.0,69.0,600.0,549.0,7.0,1.0,2.0,0.0,5724.0,5994.0,111.0,895.0,627.0,12.0,2.0,2.0,0.0
5390,LEC,2024,Winter,28/1/2024 20:26,1,Blue,mid,SAKEN,Karmine Corp,Neeko,Jax,Draven,Maokai,Orianna,K'Sante,1648,1,0,0,9,0.0,0.0,0.0,0.0,0.6917,0.983,13013,473.7743,0.182587,472.7913,245.5704,7,0.2549,6,0.2184,5,28,1.0194,10453,6815,248.1189,0.183966,8975,,233.0,231.0,2,,,8.483,3441.0,5182.0,97.0,9.0,512.0,6.0,0.0,0.0,0.0,5212.0,7816.0,146.0,-1185.0,224.0,2.0,0.0,0.0,0.0
5391,LEC,2024,Winter,28/1/2024 20:26,1,Blue,bot,Upset,Karmine Corp,Xayah,Jax,Draven,Maokai,Orianna,K'Sante,1648,1,3,0,4,0.0,0.0,0.0,0.0,0.6917,0.983,10429,379.6966,0.146331,359.5995,309.8665,15,0.5461,7,0.2549,5,44,1.6019,11944,8306,302.4029,0.224212,9325,,270.0,245.0,25,,,9.8301,3272.0,3379.0,86.0,-266.0,160.0,-5.0,0.0,0.0,0.0,5308.0,5737.0,144.0,244.0,781.0,13.0,0.0,0.0,0.0
5392,LEC,2024,Winter,28/1/2024 20:26,1,Blue,sup,Targamas,Karmine Corp,Rakan,Jax,Draven,Maokai,Orianna,K'Sante,1648,1,1,2,9,0.0,0.0,0.0,0.0,0.6917,0.983,5559,202.3908,0.0779992,356.7961,563.7015,65,2.3665,13,0.4733,12,120,4.3689,7992,4354,158.5194,0.117538,6550,,32.0,32.0,0,,,1.165,2383.0,2323.0,17.0,-125.0,-402.0,-1.0,0.0,0.0,1.0,3765.0,3599.0,24.0,-149.0,-327.0,-8.0,0.0,0.0,1.0
5393,LEC,2024,Winter,28/1/2024 20:26,1,Red,top,Irrelevant,SK Gaming,Aatrox,Lucian,Kalista,Senna,Graves,Vi,1648,0,1,7,5,0.0,0.0,0.0,0.0,0.2913,0.983,9388,341.7961,0.176908,1044.6481,663.0947,11,0.4005,9,0.3277,6,34,1.2379,8624,4986,181.5291,0.178456,8510,,185.0,180.0,5,,,6.7354,2843.0,4128.0,55.0,-1513.0,-836.0,-21.0,0.0,1.0,3.0,4706.0,7071.0,106.0,-1654.0,-389.0,-3.0,0.0,2.0,3.0
5394,LEC,2024,Winter,28/1/2024 20:26,1,Red,jng,ISMA,SK Gaming,Rell,Lucian,Kalista,Senna,Graves,Vi,1648,0,1,4,5,0.0,0.0,0.0,0.0,0.2913,0.983,5938,216.1893,0.111896,782.3665,1246.0558,9,0.3277,10,0.3641,9,42,1.5291,8177,4539,165.2549,0.162458,8100,,152.0,10.0,142,,,5.534,3235.0,3125.0,62.0,-600.0,-549.0,-7.0,1.0,0.0,1.0,4829.0,5367.0,99.0,-895.0,-627.0,-12.0,1.0,1.0,2.0
5395,LEC,2024,Winter,28/1/2024 20:26,1,Red,mid,Nisqy,SK Gaming,Corki,Lucian,Kalista,Senna,Graves,Vi,1648,0,4,1,2,1.0,0.0,0.0,0.0,0.2913,0.983,21795,793.5073,0.410707,427.318,263.7743,13,0.4733,5,0.182,4,21,0.7646,12479,8841,321.8811,0.316418,12750,,238.0,227.0,11,,,8.665,3432.0,4670.0,91.0,-9.0,-512.0,-6.0,0.0,0.0,0.0,6397.0,7592.0,144.0,1185.0,-224.0,-2.0,1.0,0.0,0.0
5396,LEC,2024,Winter,28/1/2024 20:26,1,Red,bot,Exakick,SK Gaming,Varus,Lucian,Kalista,Senna,Graves,Vi,1648,0,1,3,2,0.0,0.0,0.0,0.0,0.2913,0.983,11335,412.682,0.213598,465.9102,218.1553,9,0.3277,11,0.4005,0,25,0.9102,10462,6824,248.4466,0.244234,10300,,234.0,234.0,0,,,8.5194,3538.0,3219.0,91.0,266.0,-160.0,5.0,0.0,1.0,0.0,5064.0,4956.0,131.0,-244.0,-781.0,-13.0,0.0,1.0,0.0
5397,LEC,2024,Winter,28/1/2024 20:26,1,Red,sup,Doss,SK Gaming,Nautilus,Lucian,Kalista,Senna,Graves,Vi,1648,0,1,4,3,0.0,0.0,0.0,0.0,0.2913,0.983,4611,167.8762,0.0868902,506.4684,637.7549,54,1.966,7,0.2549,12,80,2.9126,6388,2750,100.1214,0.0984339,5950,,38.0,38.0,0,,,1.3835,2508.0,2725.0,18.0,125.0,402.0,1.0,1.0,0.0,0.0,3914.0,3926.0,32.0,149.0,327.0,8.0,1.0,0.0,1.0
5398,LEC,2024,Winter,28/1/2024 20:26,1,Blue,team,,Karmine Corp,,Jax,Draven,Maokai,Orianna,K'Sante,1648,1,19,8,35,1.0,0.0,0.0,0.0,0.6917,0.983,71270,2594.7816,,3024.0655,2849.2718,107,3.8956,36,1.3107,33,254,9.2476,55235,37047,1348.7985,,46625,0.022009,,707.0,220,,,33.75,17287.0,19522.0,345.0,1731.0,1655.0,28.0,4.0,3.0,2.0,26369.0,30606.0,534.0,1459.0,1694.0,22.0,6.0,4.0,3.0
5399,LEC,2024,Winter,28/1/2024 20:26,1,Red,team,,SK Gaming,,Lucian,Kalista,Senna,Graves,Vi,1648,0,8,19,17,1.0,0.0,0.0,0.0,0.2913,0.983,53067,1932.051,,3226.7112,3028.835,96,3.4951,42,1.5291,31,202,7.3544,46130,27942,1017.3058,,45610,-0.022009,,689.0,158,,,30.8374,15556.0,17867.0,317.0,-1731.0,-1655.0,-28.0,2.0,2.0,4.0,24910.0,28912.0,512.0,-1459.0,-1694.0,-22.0,3.0,4.0,6.0
5400,LCS,2024,Spring,28/1/2024 21:10,1,Blue,top,FakeGod,Shopify Rebellion,Udyr,Ashe,Azir,Orianna,Gwen,Vi,1646,1,1,3,11,0.0,0.0,0.0,0.0,0.729,0.9478,12644,460.8991,0.180353,702.3208,1187.6428,12,0.4374,7,0.2552,8,35,1.2758,9736,6103,222.4666,0.172156,8725,,204.0,202.0,2,,,7.4362,3527.0,5090.0,94.0,332.0,192.0,9.0,0.0,0.0,0.0,5277.0,7665.0,136.0,470.0,163.0,7.0,0.0,0.0,1.0
