,league,year,split,date,game,side,position,playername,teamname,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat15,xpat15,csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15
3118,NLC,2024,Spring,24/1/2024 19:11,1,Blue,team,,Venomcrest Esports,,Ivern,Maokai,Varus,Milio,Blitzcrank,1598,1,17,3,36,1.0,0.0,0.0,0.0,0.6383,0.7509,49026,1840.776,,2128.6483,1684.4681,103,3.8673,55,2.0651,31,244,9.1615,51689,34011,1277.0088,,41724,0.0372052,,749.0,161,,,34.1677,16525.0,18866.0,347.0,1917.0,608.0,26.0,2.0,3.0,0.0,26666.0,30205.0,549.0,3806.0,908.0,42.0,4.0,8.0,1.0
3119,NLC,2024,Spring,24/1/2024 19:11,1,Red,team,,Lundqvist Lightside,,Senna,Nocturne,Lucian,Nautilus,Rell,1598,0,3,17,5,0.0,0.0,0.0,0.0,0.1126,0.7509,29971,1125.3191,,2480.1627,2366.3204,98,3.6796,43,1.6145,24,207,7.7722,41429,23751,891.7772,,40200,-0.0372052,,738.0,132,,,32.6658,14608.0,18258.0,321.0,-1917.0,-608.0,-26.0,0.0,0.0,2.0,22860.0,29297.0,507.0,-3806.0,-908.0,-42.0,1.0,1.0,4.0
3120,UL,2024,Split 1,24/1/2024 19:12,1,Blue,top,DesoLinee,Team ESCA Gaming,Ornn,Ashe,Seraphine,Rumble,Akali,Neeko,1587,0,0,1,0,0.0,0.0,0.0,0.0,0.1134,0.6805,10567,399.5085,0.256331,1124.6503,1509.4518,8,0.3025,4,0.1512,0,16,0.6049,7435,3922,148.2798,0.175842,6700,,167.0,165.0,2,,,6.3138,2876.0,4829.0,67.0,-766.0,33.0,-23.0,0.0,0.0,0.0,4277.0,7421.0,102.0,-1700.0,-335.0,-47.0,0.0,0.0,0.0
3121,UL,2024,Split 1,24/1/2024 19:12,1,Blue,jng,Mazi,Team ESCA Gaming,Xin Zhao,Ashe,Seraphine,Rumble,Akali,Neeko,1587,0,1,4,2,0.0,0.0,0.0,0.0,0.1134,0.6805,7071,267.3346,0.171526,1144.8393,700.7183,5,0.189,8,0.3025,4,34,1.2854,7845,4332,163.7807,0.194225,7500,,145.0,12.0,133,,,5.482,2859.0,2996.0,57.0,-344.0,-508.0,-18.0,0.0,0.0,0.0,4363.0,5248.0,92.0,-958.0,-261.0,-10.0,0.0,1.0,1.0
3122,UL,2024,Split 1,24/1/2024 19:12,1,Blue,mid,buffi,Team ESCA Gaming,Azir,Ashe,Seraphine,Rumble,Akali,Neeko,1587,0,1,5,2,0.0,0.0,0.0,0.0,0.1134,0.6805,12627,477.3913,0.306302,562.344,291.8336,10,0.3781,2,0.0756,1,16,0.6049,8566,5053,191.0397,0.226552,8825,,207.0,207.0,0,,,7.8261,3210.0,4901.0,85.0,-212.0,42.0,-4.0,0.0,0.0,0.0,5172.0,7393.0,130.0,-453.0,-580.0,-13.0,1.0,0.0,2.0
3123,UL,2024,Split 1,24/1/2024 19:12,1,Blue,bot,GGiler,Team ESCA Gaming,Jinx,Ashe,Seraphine,Rumble,Akali,Neeko,1587,0,1,2,2,0.0,0.0,0.0,0.0,0.1134,0.6805,7776,293.9887,0.188628,416.4083,222.0038,4,0.1512,8,0.3025,0,19,0.7183,10095,6582,248.8469,0.295106,9550,,243.0,233.0,10,,,9.1871,3055.0,2809.0,77.0,-260.0,-66.0,-14.0,0.0,0.0,0.0,4716.0,4449.0,117.0,-805.0,-542.0,-32.0,0.0,1.0,0.0
3124,UL,2024,Split 1,24/1/2024 19:12,1,Blue,sup,UFO,Team ESCA Gaming,Lulu,Ashe,Seraphine,Rumble,Akali,Neeko,1587,0,0,3,3,0.0,0.0,0.0,0.0,0.1134,0.6805,3183,120.3403,0.0772123,455.7278,152.9679,33,1.2476,7,0.2647,7,66,2.4953,5928,2415,91.3043,0.108275,5775,,26.0,26.0,0,,,0.983,2252.0,2328.0,11.0,-144.0,-494.0,3.0,0.0,0.0,0.0,3486.0,4000.0,17.0,-153.0,-513.0,4.0,0.0,1.0,0.0
3125,UL,2024,Split 1,24/1/2024 19:12,1,Red,top,Melonik,Zero Tenacity,Gwen,Maokai,Varus,Kalista,Nautilus,Blitzcrank,1587,1,3,0,7,0.0,0.0,0.0,0.0,0.5671,0.6805,24772,936.5595,0.318619,860.3781,776.862,11,0.4159,3,0.1134,7,30,1.1342,13039,9526,360.1512,0.241428,11600,,251.0,247.0,4,,,9.4896,3642.0,4796.0,90.0,766.0,-33.0,23.0,0.0,0.0,0.0,5977.0,7756.0,149.0,1700.0,335.0,47.0,0.0,0.0,0.0
3126,UL,2024,Split 1,24/1/2024 19:12,1,Red,jng,bluerzor,Zero Tenacity,Vi,Maokai,Varus,Kalista,Nautilus,Blitzcrank,1587,1,3,1,7,0.0,0.0,0.0,0.0,0.5671,0.6805,8064,304.8771,0.10372,749.225,1012.8922,11,0.4159,8,0.3025,9,37,1.3989,9759,6246,236.1437,0.158298,8375,,162.0,15.0,147,,,6.1248,3203.0,3504.0,75.0,344.0,508.0,18.0,0.0,0.0,0.0,5321.0,5509.0,102.0,958.0,261.0,10.0,2.0,1.0,0.0
3127,UL,2024,Split 1,24/1/2024 19:12,1,Red,mid,Kofte,Zero Tenacity,Corki,Maokai,Varus,Kalista,Nautilus,Blitzcrank,1587,1,5,1,7,1.0,0.0,0.0,0.0,0.5671,0.6805,22775,861.0586,0.292934,471.1909,321.2854,12,0.4537,3,0.1134,3,27,1.0208,14443,10930,413.2325,0.277011,13685,,288.0,272.0,16,,,10.8885,3422.0,4859.0,89.0,212.0,-42.0,4.0,0.0,0.0,0.0,5625.0,7973.0,143.0,453.0,580.0,13.0,0.0,2.0,1.0
3128,UL,2024,Split 1,24/1/2024 19:12,1,Red,bot,HARPOON,Zero Tenacity,Aphelios,Maokai,Varus,Kalista,Nautilus,Blitzcrank,1587,1,4,0,6,0.0,0.0,0.0,0.0,0.5671,0.6805,19093,721.8526,0.245575,266.0491,377.0132,11,0.4159,12,0.4537,4,40,1.5123,12346,8833,333.9509,0.223864,10875,,272.0,255.0,17,,,10.2836,3315.0,2875.0,91.0,260.0,66.0,14.0,0.0,0.0,0.0,5521.0,4991.0,149.0,805.0,542.0,32.0,1.0,1.0,0.0
3129,UL,2024,Split 1,24/1/2024 19:12,1,Red,sup,Erdote,Zero Tenacity,Milio,Maokai,Varus,Kalista,Nautilus,Blitzcrank,1587,1,0,1,12,0.0,0.0,0.0,0.0,0.5671,0.6805,3044,115.0851,0.0391521,229.3384,154.6314,39,1.4745,7,0.2647,8,78,2.949,7435,3922,148.2798,0.0993983,6500,,18.0,18.0,0,,,0.6805,2396.0,2822.0,8.0,144.0,494.0,-3.0,0.0,0.0,0.0,3639.0,4513.0,13.0,153.0,513.0,-4.0,0.0,2.0,0.0
3130,UL,2024,Split 1,24/1/2024 19:12,1,Blue,team,,Team ESCA Gaming,,Ashe,Seraphine,Rumble,Akali,Neeko,1587,0,3,15,9,0.0,0.0,0.0,0.0,0.1134,0.6805,41224,1558.5633,,3703.9698,2876.9754,60,2.2684,29,1.0964,12,151,5.7089,39869,22304,843.2514,,38350,-0.283828,,643.0,145,,,29.7921,14252.0,17863.0,297.0,-1726.0,-993.0,-56.0,0.0,0.0,0.0,22014.0,28511.0,458.0,-4069.0,-2231.0,-98.0,1.0,3.0,3.0
3131,UL,2024,Split 1,24/1/2024 19:12,1,Red,team,,Zero Tenacity,,Maokai,Varus,Kalista,Nautilus,Blitzcrank,1587,1,15,3,39,1.0,0.0,0.0,0.0,0.5671,0.6805,77748,2939.4329,,2576.1815,2642.6843,84,3.1758,33,1.2476,31,212,8.0151,57022,39457,1491.758,,51035,0.283828,,807.0,184,,,37.4669,15978.0,18856.0,353.0,1726.0,993.0,56.0,0.0,0.0,0.0,26083.0,30742.0,556.0,4069.0,2231.0,98.0,3.0,6.0,1.0
3132,GLL,2024,Spring,24/1/2024 19:28,1,Blue,top,Kackos,Gamespace Mediterranean College Esports,Gnar,Nocturne,Kalista,Rell,Akali,Neeko,2672,0,1,6,5,0.0,0.0,0.0,0.0,0.3144,0.9656,16317,366.3997,0.124923,774.9027,1195.0823,14,0.3144,7,0.1572,1,37,0.8308,15101,9375,210.5165,0.193195,14708,,334.0,327.0,7,,,7.5,3128.0,4731.0,88.0,-255.0,-352.0,-3.0,0.0,0.0,0.0,4777.0,7495.0,132.0,-557.0,-455.0,-8.0,0.0,1.0,0.0
3133,GLL,2024,Spring,24/1/2024 19:28,1,Blue,jng,Nikolex,Gamespace Mediterranean College Esports,Maokai,Nocturne,Kalista,Rell,Akali,Neeko,2672,0,1,6,9,0.0,0.0,0.0,0.0,0.3144,0.9656,17035,382.5225,0.13042,1374.9251,1869.476,4,0.0898,16,0.3593,3,35,0.7859,12970,7244,162.6647,0.149278,12275,,234.0,30.0,204,,,5.2545,3201.0,3662.0,76.0,230.0,446.0,12.0,0.0,0.0,0.0,4664.0,4921.0,95.0,35.0,-365.0,2.0,1.0,1.0,1.0
3134,GLL,2024,Spring,24/1/2024 19:28,1,Blue,mid,HAWHAW,Gamespace Mediterranean College Esports,Corki,Nocturne,Kalista,Rell,Akali,Neeko,2672,0,6,3,5,1.0,0.0,0.0,0.0,0.3144,0.9656,56102,1259.7754,0.429519,431.5195,264.6332,22,0.494,6,0.1347,7,56,1.2575,21389,15663,351.7141,0.322782,19025,,431.0,416.0,15,,,9.6781,3624.0,5094.0,89.0,217.0,200.0,1.0,0.0,1.0,0.0,5612.0,7344.0,132.0,-251.0,-477.0,-8.0,1.0,2.0,1.0
3135,GLL,2024,Spring,24/1/2024 19:28,1,Blue,bot,Aeon,Gamespace Mediterranean College Esports,Varus,Nocturne,Kalista,Rell,Akali,Neeko,2672,0,5,7,8,0.0,0.0,0.0,0.0,0.3144,0.9656,31023,696.6243,0.237513,560.6811,220.4192,13,0.2919,8,0.1796,2,25,0.5614,17256,11530,258.9072,0.237606,17050,,344.0,341.0,3,,,7.7246,3122.0,3180.0,82.0,-114.0,222.0,-4.0,0.0,0.0,0.0,5176.0,5521.0,127.0,67.0,197.0,-5.0,1.0,2.0,1.0
3136,GLL,2024,Spring,24/1/2024 19:28,1,Blue,sup,Nash,Gamespace Mediterranean College Esports,Nautilus,Nocturne,Kalista,Rell,Akali,Neeko,2672,0,1,7,10,0.0,0.0,0.0,0.0,0.3144,0.9656,10139,227.6722,0.0776245,808.518,1047.3278,69,1.5494,28,0.6287,15,132,2.9641,10440,4714,105.8533,0.0971387,9925,,62.0,62.0,0,,,1.3922,2656.0,2591.0,19.0,231.0,158.0,4.0,1.0,0.0,0.0,4004.0,3691.0,29.0,21.0,60.0,10.0,1.0,1.0,1.0
3137,GLL,2024,Spring,24/1/2024 19:28,1,Red,top,Papiteero,Anorthosis Famagusta Esports,K'Sante,Karma,Rumble,Milio,Renata Glasc,Jayce,2672,1,3,1,16,0.0,0.0,0.0,0.0,0.6512,0.9656,23739,533.0614,0.166086,1057.4775,2678.8024,18,0.4042,11,0.247,3,57,1.2799,17051,11325,254.3039,0.186303,16995,,347.0,331.0,16,,,7.7919,3383.0,5083.0,91.0,255.0,352.0,3.0,0.0,0.0,0.0,5334.0,7950.0,140.0,557.0,455.0,8.0,1.0,0.0,0.0
3138,GLL,2024,Spring,24/1/2024 19:28,1,Red,jng,Stormax,Anorthosis Famagusta Esports,Vi,Karma,Rumble,Milio,Renata Glasc,Jayce,2672,1,2,2,20,0.0,0.0,0.0,0.0,0.6512,0.9656,14824,332.8743,0.103714,809.3937,1765.7335,14,0.3144,20,0.4491,14,78,1.7515,15828,10102,226.8413,0.166183,14400,,258.0,35.0,223,,,5.7934,2971.0,3216.0,64.0,-230.0,-446.0,-12.0,0.0,0.0,0.0,4629.0,5286.0,93.0,-35.0,365.0,-2.0,0.0,4.0,1.0
3139,GLL,2024,Spring,24/1/2024 19:28,1,Red,mid,Furuy,Anorthosis Famagusta Esports,Sylas,Karma,Rumble,Milio,Renata Glasc,Jayce,2672,1,9,3,16,2.0,0.0,0.0,0.0,0.6512,0.9656,37312,837.8443,0.261047,864.1841,767.4476,10,0.2246,6,0.1347,8,40,0.8982,22230,16504,370.5988,0.271504,18600,,393.0,363.0,30,,,8.8249,3407.0,4894.0,88.0,-217.0,-200.0,-1.0,0.0,0.0,1.0,5863.0,7821.0,140.0,251.0,477.0,8.0,2.0,2.0,1.0
3140,GLL,2024,Spring,24/1/2024 19:28,1,Red,bot,GOLDENTO4ST,Anorthosis Famagusta Esports,Jhin,Karma,Rumble,Milio,Renata Glasc,Jayce,2672,1,11,2,11,1.0,1.0,0.0,0.0,0.6512,0.9656,46648,1047.485,0.326365,417.2829,184.6482,21,0.4716,6,0.1347,5,61,1.3698,21251,15525,348.6153,0.255398,21225,,391.0,379.0,12,,,8.7799,3236.0,2958.0,86.0,114.0,-222.0,4.0,0.0,0.0,0.0,5109.0,5324.0,132.0,-67.0,-197.0,5.0,0.0,2.0,1.0
3141,GLL,2024,Spring,24/1/2024 19:28,1,Red,sup,iLEVI,Anorthosis Famagusta Esports,Ashe,Karma,Rumble,Milio,Renata Glasc,Jayce,2672,1,4,6,21,0.0,0.0,0.0,0.0,0.6512,0.9656,20409,458.2859,0.142788,566.9686,264.8129,76,1.7066,28,0.6287,14,185,4.1542,13058,7332,164.6407,0.120613,12100,,53.0,53.0,0,,,1.1901,2425.0,2433.0,15.0,-231.0,-158.0,-4.0,0.0,0.0,0.0,3983.0,3631.0,19.0,-21.0,-60.0,-10.0,1.0,3.0,1.0
3142,GLL,2024,Spring,24/1/2024 19:28,1,Blue,team,,Gamespace Mediterranean College Esports,,Nocturne,Kalista,Rell,Akali,Neeko,2672,0,14,29,37,1.0,0.0,0.0,0.0,0.3144,0.9656,130616,2932.994,,3950.5464,4596.9386,122,2.7395,65,1.4596,28,285,6.3997,77156,48524,1089.6108,,72983,-0.132269,,1176.0,229,,,31.5494,15731.0,19258.0,354.0,309.0,674.0,10.0,1.0,1.0,0.0,24233.0,28972.0,515.0,-685.0,-1040.0,-9.0,4.0,7.0,4.0
3143,GLL,2024,Spring,24/1/2024 19:28,1,Red,team,,Anorthosis Famagusta Esports,,Karma,Rumble,Milio,Renata Glasc,Jayce,2672,1,29,14,84,3.0,1.0,0.0,0.0,0.6512,0.9656,142932,3209.5509,,3715.3069,5661.4446,139,3.1213,71,1.5943,44,421,9.4536,89418,60786,1364.9551,,83320,0.132269,,1161.0,281,,,32.3802,15422.0,18584.0,344.0,-309.0,-674.0,-10.0,0.0,0.0,1.0,24918.0,30012.0,524.0,685.0,1040.0,9.0,4.0,11.0,4.0
3144,LVP SL,2024,Spring,24/1/2024 19:40,1,Blue,top,Marky,Movistar KOI,Gnar,Kalista,Blitzcrank,Ashe,Corki,Orianna,1420,1,4,1,11,0.0,0.0,0.0,0.0,0.7183,0.9718,17606,743.9155,0.277859,710.3239,602.662,7,0.2958,4,0.169,3,27,1.1408,12678,9506,401.662,0.278994,10858,,221.0,221.0,0,,,9.338,4343.0,5106.0,88.0,1114.0,448.0,23.0,2.0,0.0,1.0,7286.0,8069.0,145.0,2616.0,1188.0,40.0,2.0,1.0,1.0
3145,LVP SL,2024,Spring,24/1/2024 19:40,1,Blue,jng,NoName,Movistar KOI,Poppy,Kalista,Blitzcrank,Ashe,Corki,Orianna,1420,1,0,1,11,0.0,0.0,0.0,0.0,0.7183,0.9718,4765,201.338,0.0752016,913.6479,1061.4085,9,0.3803,2,0.0845,7,27,1.1408,7698,4526,191.2394,0.132829,6875,,117.0,7.0,110,,,4.9437,3036.0,2700.0,55.0,45.0,-629.0,-5.0,0.0,1.0,0.0,4347.0,4639.0,76.0,176.0,-175.0,-6.0,0.0,2.0,0.0
3146,LVP SL,2024,Spring,24/1/2024 19:40,1,Blue,mid,Random,Movistar KOI,Azir,Kalista,Blitzcrank,Ashe,Corki,Orianna,1420,1,8,1,6,2.0,0.0,0.0,0.0,0.7183,0.9718,23808,1005.9718,0.37574,431.6197,322.0986,7,0.2958,4,0.169,0,15,0.6338,12440,9268,391.6056,0.272008,10300,,232.0,213.0,19,,,9.8028,3501.0,5204.0,97.0,77.0,233.0,4.0,0.0,0.0,0.0,5782.0,7900.0,153.0,618.0,260.0,4.0,1.0,0.0,0.0
3147,LVP SL,2024,Spring,24/1/2024 19:40,1,Blue,bot,Shy Carry,Movistar KOI,Varus,Kalista,Blitzcrank,Ashe,Corki,Orianna,1420,1,5,0,6,2.0,0.0,0.0,0.0,0.7183,0.9718,13303,562.0986,0.209949,344.5352,148.3521,7,0.2958,3,0.1268,0,13,0.5493,10426,7254,306.507,0.212897,8250,,200.0,196.0,4,,,8.4507,3414.0,3417.0,93.0,288.0,376.0,10.0,0.0,0.0,0.0,5186.0,5679.0,137.0,115.0,626.0,2.0,0.0,0.0,0.0
3148,LVP SL,2024,Spring,24/1/2024 19:40,1,Blue,sup,marlon,Movistar KOI,Nautilus,Kalista,Blitzcrank,Ashe,Corki,Orianna,1420,1,0,3,11,0.0,0.0,0.0,0.0,0.7183,0.9718,3881,163.9859,0.0612503,445.0563,577.4789,35,1.4789,10,0.4225,11,75,3.169,6691,3519,148.6901,0.103273,5875,,35.0,35.0,0,,,1.4789,2269.0,2372.0,20.0,-10.0,-218.0,7.0,0.0,0.0,0.0,3542.0,3274.0,29.0,93.0,-642.0,6.0,0.0,1.0,0.0
3149,LVP SL,2024,Spring,24/1/2024 19:40,1,Red,top,R4VEN,Rebels Gaming,K'Sante,Rumble,Nocturne,Xin Zhao,Gwen,Vi,1420,0,2,6,1,0.0,0.0,0.0,0.0,0.2535,0.9718,5528,233.5775,0.138919,737.3239,808.1831,9,0.3803,4,0.169,4,29,1.2254,7708,4536,191.662,0.212311,8030,,166.0,163.0,3,,,7.0141,3229.0,4658.0,65.0,-1114.0,-448.0,-23.0,1.0,0.0,2.0,4670.0,6881.0,105.0,-2616.0,-1188.0,-40.0,1.0,0.0,2.0
3150,LVP SL,2024,Spring,24/1/2024 19:40,1,Red,jng,AHaHaCiK,Rebels Gaming,Sejuani,Rumble,Nocturne,Xin Zhao,Gwen,Vi,1420,0,0,2,4,0.0,0.0,0.0,0.0,0.2535,0.9718,6285,265.5634,0.157942,912.0,946.0986,10,0.4225,3,0.1268,7,29,1.2254,6474,3302,139.5211,0.154548,6225,,112.0,12.0,100,,,4.7324,2991.0,3329.0,60.0,-45.0,629.0,5.0,0.0,1.0,0.0,4171.0,4814.0,82.0,-176.0,175.0,6.0,0.0,1.0,0.0
3151,LVP SL,2024,Spring,24/1/2024 19:40,1,Red,mid,Special,Rebels Gaming,Sylas,Rumble,Nocturne,Xin Zhao,Gwen,Vi,1420,0,0,4,1,0.0,0.0,0.0,0.0,0.2535,0.9718,7909,334.1831,0.198754,943.8169,591.3803,11,0.4648,4,0.169,5,34,1.4366,7562,4390,185.493,0.205477,7075,,198.0,198.0,0,,,8.3662,3424.0,4971.0,93.0,-77.0,-233.0,-4.0,0.0,0.0,0.0,5164.0,7640.0,149.0,-618.0,-260.0,-4.0,0.0,0.0,0.0
3152,LVP SL,2024,Spring,24/1/2024 19:40,1,Red,bot,BEAN,Rebels Gaming,Lucian,Rumble,Nocturne,Xin Zhao,Gwen,Vi,1420,0,4,2,1,0.0,0.0,0.0,0.0,0.2535,0.9718,17697,747.7606,0.444726,420.0845,221.0282,6,0.2535,1,0.0423,0,8,0.338,9954,6782,286.5634,0.317446,9450,,203.0,203.0,0,,,8.5775,3126.0,3041.0,83.0,-288.0,-376.0,-10.0,0.0,0.0,0.0,5071.0,5053.0,135.0,-115.0,-626.0,-2.0,0.0,0.0,0.0
3153,LVP SL,2024,Spring,24/1/2024 19:40,1,Red,sup,Lekcyc,Rebels Gaming,Milio,Rumble,Nocturne,Xin Zhao,Gwen,Vi,1420,0,0,3,5,0.0,0.0,0.0,0.0,0.2535,0.9718,2374,100.3099,0.0596587,369.2535,212.7887,29,1.2254,8,0.338,4,65,2.7465,5527,2355,99.507,0.110219,5300,,29.0,29.0,0,,,1.2254,2279.0,2590.0,13.0,10.0,218.0,-7.0,0.0,0.0,0.0,3449.0,3916.0,23.0,-93.0,642.0,-6.0,0.0,0.0,1.0
3154,LVP SL,2024,Spring,24/1/2024 19:40,1,Blue,team,,Movistar KOI,,Kalista,Blitzcrank,Ashe,Corki,Orianna,1420,1,17,6,45,4.0,0.0,0.0,0.0,0.7183,0.9718,63363,2677.3099,,2845.1831,2712.0,65,2.7465,23,0.9718,21,157,6.6338,49933,34071,1439.6197,,42158,0.155372,,672.0,133,,,34.0141,16563.0,18799.0,353.0,1514.0,210.0,39.0,2.0,1.0,1.0,26143.0,29561.0,540.0,3618.0,1257.0,46.0,3.0,4.0,1.0
3155,LVP SL,2024,Spring,24/1/2024 19:40,1,Red,team,,Rebels Gaming,,Rumble,Nocturne,Xin Zhao,Gwen,Vi,1420,0,6,17,12,0.0,0.0,0.0,0.0,0.2535,0.9718,39793,1681.3944,,3382.4789,2779.4789,65,2.7465,20,0.8451,20,165,6.9718,37225,21363,902.662,,36080,-0.155372,,605.0,103,,,29.9155,15049.0,18589.0,314.0,-1514.0,-210.0,-39.0,1.0,1.0,2.0,22525.0,28304.0,494.0,-3618.0,-1257.0,-46.0,1.0,1.0,3.0
3156,NLC,2024,Spring,24/1/2024 20:03,1,Blue,top,Doxy,Verdant,Udyr,Rengar,Riven,Ashe,Senna,Gwen,2464,0,1,5,9,0.0,0.0,0.0,0.0,0.4627,1.0471,19278,469.4318,0.156373,782.8003,1963.4659,14,0.3409,3,0.0731,9,35,0.8523,12636,7334,178.5877,0.162861,12375,,253.0,253.0,0,,,6.1607,3251.0,4677.0,81.0,326.0,253.0,15.0,0.0,1.0,0.0,4934.0,7652.0,127.0,236.0,552.0,14.0,0.0,2.0,0.0
3157,NLC,2024,Spring,24/1/2024 20:03,1,Blue,jng,Julbu,Verdant,Trundle,Rengar,Riven,Ashe,Senna,Gwen,2464,0,3,2,14,0.0,0.0,0.0,0.0,0.4627,1.0471,18629,453.6282,0.151109,1333.8068,1173.6282,13,0.3166,18,0.4383,11,64,1.5584,13886,8584,209.026,0.19062,12625,,232.0,44.0,188,,,5.6494,3122.0,3354.0,66.0,-89.0,-8.0,11.0,0.0,1.0,0.0,4838.0,4709.0,88.0,38.0,-85.0,6.0,1.0,4.0,0.0
3158,NLC,2024,Spring,24/1/2024 20:03,1,Blue,mid,Erolle,Verdant,Corki,Rengar,Riven,Ashe,Senna,Gwen,2464,0,5,4,6,0.0,0.0,0.0,0.0,0.4627,1.0471,40861,994.9919,0.331443,562.013,319.9919,15,0.3653,3,0.0731,2,37,0.901,16275,10973,267.1997,0.243672,15000,,310.0,294.0,16,,,7.5487,3462.0,4646.0,82.0,-206.0,-436.0,-15.0,1.0,0.0,0.0,4866.0,6612.0,109.0,-735.0,-969.0,-33.0,1.0,1.0,0.0
3159,NLC,2024,Spring,24/1/2024 20:03,1,Blue,bot,Guubi,Verdant,Varus,Rengar,Riven,Ashe,Senna,Gwen,2464,0,8,6,7,1.0,0.0,0.0,0.0,0.4627,1.0471,36155,880.3977,0.293271,430.6412,218.2305,12,0.2922,9,0.2192,1,35,0.8523,18932,13630,331.8994,0.302675,15225,,352.0,329.0,23,,,8.5714,3394.0,3434.0,76.0,135.0,386.0,-7.0,1.0,0.0,0.0,5816.0,5863.0,122.0,917.0,785.0,-4.0,3.0,1.0,1.0
3160,NLC,2024,Spring,24/1/2024 20:03,1,Blue,sup,FlayStation,Verdant,Nautilus,Rengar,Riven,Ashe,Senna,Gwen,2464,0,2,7,11,0.0,0.0,0.0,0.0,0.4627,1.0471,8359,203.5471,0.0678039,533.1575,748.2711,68,1.6558,6,0.1461,18,125,3.0438,9813,4511,109.8458,0.100171,9950,,27.0,27.0,0,,,0.6575,2302.0,2265.0,12.0,29.0,-634.0,-4.0,0.0,1.0,1.0,3984.0,3265.0,16.0,390.0,-724.0,-6.0,1.0,3.0,1.0
3161,NLC,2024,Spring,24/1/2024 20:03,1,Red,top,Built,Ruddy Esports,Yone,Lucian,Rumble,Azir,Rell,,2464,1,2,1,8,0.0,0.0,0.0,0.0,0.5844,1.0471,22014,536.0552,0.189706,744.1558,778.8312,14,0.3409,8,0.1948,2,44,1.0714,15849,10547,256.8263,0.206606,15030,,311.0,302.0,9,,,7.5731,2925.0,4424.0,66.0,-326.0,-253.0,-15.0,0.0,0.0,0.0,4698.0,7100.0,113.0,-236.0,-552.0,-14.0,0.0,0.0,0.0
3162,NLC,2024,Spring,24/1/2024 20:03,1,Red,jng,NattyNatt,Ruddy Esports,Xin Zhao,Lucian,Rumble,Azir,Rell,,2464,1,6,7,10,0.0,0.0,0.0,0.0,0.5844,1.0471,26879,654.5211,0.23163,1620.2192,1356.0877,8,0.1948,11,0.2679,8,44,1.0714,15027,9725,236.8101,0.190503,13400,,241.0,39.0,202,,,5.8685,3211.0,3362.0,55.0,89.0,8.0,-11.0,1.0,0.0,1.0,4800.0,4794.0,82.0,-38.0,85.0,-6.0,2.0,0.0,3.0
3163,NLC,2024,Spring,24/1/2024 20:03,1,Red,mid,alix,Ruddy Esports,Syndra,Lucian,Rumble,Azir,Rell,,2464,1,11,3,8,2.0,1.0,0.0,0.0,0.5844,1.0471,45343,1104.1315,0.390743,631.6558,429.7159,16,0.3896,7,0.1705,5,42,1.0227,19897,14595,355.3977,0.285903,17975,,324.0,312.0,12,,,7.8896,3668.0,5082.0,97.0,206.0,436.0,15.0,0.0,0.0,0.0,5601.0,7581.0,142.0,735.0,969.0,33.0,0.0,0.0,1.0
3164,NLC,2024,Spring,24/1/2024 20:03,1,Red,bot,silkysmath,Ruddy Esports,Seraphine,Lucian,Rumble,Azir,Rell,,2464,1,5,2,18,0.0,0.0,0.0,0.0,0.5844,1.0471,16290,396.6721,0.140379,514.164,357.9545,12,0.2922,1,0.0244,0,16,0.3896,16687,11385,277.2321,0.223021,15000,,273.0,265.0,8,,,6.6477,3259.0,3048.0,83.0,-135.0,-386.0,7.0,0.0,1.0,1.0,4899.0,5078.0,126.0,-917.0,-785.0,4.0,0.0,2.0,1.0
3165,NLC,2024,Spring,24/1/2024 20:03,1,Red,sup,Edvard,Ruddy Esports,Rakan,Lucian,Rumble,Azir,Rell,,2464,1,0,6,18,0.0,0.0,0.0,0.0,0.5844,1.0471,5517,134.3425,0.0475427,612.9058,756.112,53,1.2906,16,0.3896,7,135,3.2873,10099,4797,116.8101,0.0939669,8675,,37.0,37.0,0,,,0.901,2273.0,2899.0,16.0,-29.0,634.0,4.0,0.0,1.0,0.0,3594.0,3989.0,22.0,-390.0,724.0,6.0,0.0,2.0,1.0
3166,NLC,2024,Spring,24/1/2024 20:03,1,Blue,team,,Verdant,,Rengar,Riven,Ashe,Senna,Gwen,2464,0,19,24,47,1.0,0.0,0.0,0.0,0.4627,1.0471,123282,3001.9968,,3642.4188,4423.5877,122,2.9708,39,0.9497,41,296,7.2078,71542,45031,1096.5341,,65175,-0.0725297,,947.0,227,,,28.5877,15531.0,18376.0,317.0,195.0,-439.0,0.0,2.0,3.0,1.0,24438.0,28101.0,462.0,846.0,-441.0,-23.0,6.0,11.0,2.0
